1 2
0.000000 0.192080 -0.981379 
-1.687379 -0.998941 -0.046003 
0.000000 -0.382683 -0.923880 
-2.221204 0.967754 -0.251898 
0.000000 -0.943593 -0.331106 
-1.383651 0.938404 -0.345541 
0.000000 0.998475 -0.055195 
-3.055690 -0.296151 -0.955141 
0.000000 0.629638 -0.776888 
-1.592272 -0.943593 -0.331106 
0.000000 -0.474100 -0.880471 
-0.058291 0.422000 -0.906596 
0.000000 -0.889048 -0.457813 
-0.500078 -0.471397 -0.881921 
0.000000 0.771060 -0.636762 
-0.932660 -0.711432 -0.702755 
0.000000 -0.646176 -0.763188 
-2.408350 -0.970772 -0.240003 
0.000000 -0.886641 -0.082740 
-2.258020 -0.995185 -0.098017 
0.000000 0.707107 -0.707107 
-0.604388 -0.210112 -0.977677 
0.000000 -0.592117 -0.999995 
-2.012583 0.091909 -0.995767 
0.000000 -0.290285 -0.956940 
-2.070874 0.468689 -0.883363 
0.000000 -0.776888 -0.629638 
-2.110758 0.765167 -0.643831 
0.000000 -0.981964 -0.189069 
-1.619884 -0.110222 -1.181165 
0.000000 0.995185 -0.098017 
-1.690447 -0.989177 -0.146730 
0.000000 -0.570781 -0.821103 
-1.972699 0.460539 -0.887640 
0.000000 0.999981 -0.006136 
-1.874525 -0.722128 -0.691759 
0.000000 0.331106 -0.943593 
-1.092194 -0.709273 -0.704934 
0.000000 0.921514 -0.388345 
-0.699495 -0.391170 -0.920318 
0.000000 0.465976 -0.884797 
-0.211689 -0.107172 -0.994240 
0.000000 -0.304929 -0.952375 
-1.521709 0.331106 -0.943593 
0.000000 -0.930767 -0.365613 
-0.309864 -0.015339 -0.999882 
0.000000 0.506186 -0.862424 
-1.098330 -0.836548 -0.547894 
0.000000 -0.646176 -0.763188 
-0.012272 0.994565 -0.104122 
0.000000 -0.903989 -0.427555 
-2.411418 -0.015339 -0.999882 
0.000000 0.829761 -0.558118 
-2.755030 -0.999078 -0.042938 
0.000000 0.955141 -0.296151 
-2.813321 0.039873 -0.999205 
0.000000 -0.713585 -0.700569 
-3.058758 0.773010 -0.634393 
0.000000 -0.981748 -0.921514 
-2.715146 -0.555570 -0.831469 
0.000000 -1.089126 -0.328210 
-2.709010 0.700569 -0.713585 
0.000000 -0.788466 -0.328210 
-2.767301 0.234042 -0.972227 
0.000000 -0.441786 -0.455083 
-2.767301 -0.971504 -0.237023 
0.000000 -1.487961 -0.954228 
-2.850136 0.183040 -0.983105 
0.000000 -0.837554 -0.079683 
-2.862408 -0.385516 -0.922701 
0.000000 0.189069 -0.981964 
-3.107845 -0.648514 -0.761202 
0.000000 -0.696427 -0.879012 
-2.552544 -0.213110 -0.977028 
0.000000 0.998475 -0.055195 
-2.957515 -0.713585 -0.700569 
0.000000 -0.693359 -0.627252 
-2.411418 0.879012 -0.476799 
0.000000 -0.104311 -0.186055 
-2.509593 -0.474100 -0.880471 
0.000000 -0.598253 -0.143695 
-2.454369 -0.293219 -0.956045 
0.000000 0.824589 -0.565732 
-3.092505 -0.995481 -0.094963 
0.000000 -1.129010 -0.999981 
-2.408350 0.831470 -0.555570 
0.000000 -1.423534 -0.993564 
-3.000467 -0.573297 -0.819348 
0.000000 0.627252 -0.778817 
-2.322447 -0.711432 -0.702755 
0.000000 0.634393 -0.773010 
-2.208932 0.901349 -0.433094 
0.000000 -0.749136 -0.662416 
-1.291612 0.419217 -0.907886 
0.000000 -0.931884 -0.362756 
-0.012272 0.954228 -0.299080 
0.000000 -0.999205 -0.039873 
-2.610835 -0.427555 -0.903989 
0.000000 -0.857729 -0.514103 
-0.997088 -0.146730 -0.989177 
0.000000 0.704934 -0.709273 
-1.626020 -0.307850 -0.951435 
0.000000 0.382683 -0.923880 
-0.889709 -0.018407 -0.999831 
0.000000 0.734739 -0.678350 
-0.935728 -0.648514 -0.761202 
0.000000 0.088854 -0.996045 
-1.392855 -0.905297 -0.424780 
0.000000 0.978317 -0.207111 
-0.595185 -0.928506 -0.371317 
0.000000 -0.018407 -0.999831 
-0.539961 -0.740951 -0.671559 
0.000000 -0.391170 -0.920318 
-0.788466 -0.923880 -0.382683 
0.000000 -0.558119 -0.829761 
-0.346680 -0.928506 -0.371317 
0.000000 0.707107 -0.707107 
-1.095262 -0.336890 -0.941544 
0.000000 0.953306 -0.302006 
-0.702563 0.457813 -0.889048 
0.000000 -0.388345 -0.921514 
-0.794602 -0.972227 -0.234042 
0.000000 0.998301 -0.058258 
-3.095573 0.328210 -0.944605 
0.000000 0.465976 -0.884797 
-2.512661 -0.891841 -0.452349 
0.000000 0.769103 -0.639124 
-2.960583 -0.740951 -0.671559 
0.000000 -0.650847 -0.759209 
-0.404971 0.763188 -0.646176 
0.000000 -0.803207 -0.595699 
-0.214757 -0.216107 -0.976370 
0.000000 0.463260 -0.886223 
-2.555612 -0.995767 -0.091909 
0.000000 -0.476799 -0.879012 
-2.457437 0.994879 -0.101070 
0.000000 -0.479494 -0.877545 
-1.193437 0.328210 -0.944605 
0.000000 -0.713585 -0.700569 
-2.261088 -0.296151 -0.955141 
0.000000 0.999958 -0.009204 
-2.463573 0.085797 -0.996313 
0.000000 -0.984816 -0.146730 
-2.819457 -0.997060 -0.076624 
0.000000 -0.015340 -0.660114 
-3.064894 0.920318 -0.391170 
0.000000 -1.129010 -0.634393 
-2.564816 0.671559 -0.740951 
0.000000 -0.990058 -0.140658 
-2.666059 0.994241 -0.107172 
0.000000 0.828045 -0.560661 
-2.810253 0.278520 -0.960431 
0.000000 -1.491029 -0.999958 
-2.368466 -0.116318 -0.993212 
0.000000 0.545325 -0.838225 
-2.797981 -0.430326 -0.902673 
0.000000 -0.444854 -0.795837 
-2.454369 -0.859302 -0.511469 
0.000000 -0.310767 -0.950486 
-2.856272 0.186055 -0.982539 
0.000000 -0.736311 -0.325310 
-2.721282 0.954228 -0.299080 
0.000000 -0.996313 -0.085797 
-2.868544 0.771060 -0.636762 
0.000000 -0.925049 -0.379847 
-2.368466 -0.021474 -0.999769 
0.000000 0.980785 -0.195090 
-2.466641 -0.149764 -0.988722 
0.000000 0.998301 -0.058258 
-3.113981 -0.906596 -0.422000 
0.000000 -0.696427 -0.759209 
-2.414486 0.877545 -0.479494 
0.000000 -0.929641 -0.368467 
-2.963651 -0.339777 -0.940506 
0.000000 0.595699 -0.803208 
-2.659923 -0.021474 -0.999769 
0.000000 0.180023 -0.983662 
-2.460505 -0.743008 -0.669282 
0.000000 -0.956940 -0.290285 
-2.957515 0.632019 -0.774953 
0.000000 -0.015340 -0.773010 
-2.773437 -0.929641 -0.368467 
0.000000 -0.892777 -0.828045 
-3.104777 0.822850 -0.568259 
0.000000 -0.294524 -0.732654 
-2.813321 0.829761 -0.558118 
0.000000 -0.610524 -0.903989 
-2.457437 0.702755 -0.711432 
0.000000 -0.909168 -0.416430 
-2.567884 -0.479494 -0.938796 
0.000000 0.900016 -0.435857 
-1.595340 -0.960431 -0.278520 
0.000000 -0.514103 -0.857729 
-1.098330 0.941544 -0.336890 
0.000000 -0.743008 -0.669282 
-1.595340 -0.049068 -0.834486 
0.000000 0.379847 -0.925049 
-2.073942 -0.805031 -0.593232 
0.000000 -0.119365 -0.992850 
-2.165981 0.707107 -0.707107 
0.000000 -0.999322 -0.036807 
-1.978835 -0.391170 -0.598253 
0.000000 -2.908428 -0.966976 
-2.077010 -0.433094 -0.791534 
0.000000 -0.299080 -0.954228 
-2.285631 -0.996045 -0.088854 
0.000000 -2.561748 -0.937339 
-0.349748 0.460539 -0.887640 
0.000000 -1.527845 -0.671559 
-2.328583 -0.061321 -1.279340 
0.000000 0.765167 -0.643831 
-1.739534 -0.990485 -0.137620 
0.000000 -0.607950 -0.793975 
-2.218136 0.977677 -0.210112 
0.000000 -0.753187 -0.657807 
-1.865321 -0.680601 -0.316000 
0.000000 0.049068 -0.998795 
-2.187457 -0.881921 -0.471397 
0.000000 -0.342661 -0.939459 
-0.748583 0.952375 -0.304929 
0.000000 -0.989622 -0.143695 
-1.598408 -0.061321 -0.998118 
0.000000 0.455084 -0.890449 
-2.779573 -0.774953 -0.199418 
0.000000 -0.152797 -0.988258 
-2.307107 0.999925 -0.012271 
0.000000 -0.860867 -0.508830 
-2.077010 -0.563199 -0.826321 
0.000000 -0.745058 -0.667000 
-1.583068 -0.430326 -0.902673 
0.000000 0.371317 -0.928506 
-1.975767 -0.926210 -0.377007 
0.000000 0.761202 -0.648514 
-1.892932 -0.636762 -0.018408 
0.000000 -0.946601 -0.322408 
-2.264156 -0.514103 -0.857729 
0.000000 0.998795 -0.049068 
-2.282563 -0.996571 -0.082740 
0.000000 -0.516732 -0.856147 
-1.923612 0.555570 -0.831470 
0.000000 -0.910441 -0.413638 
-2.899224 -0.682845 -0.730563 
0.000000 0.463260 -0.886223 
-2.911496 -0.907886 -0.419217 
0.000000 -0.427555 -0.903989 
-2.208932 0.704934 -0.709273 
0.000000 -0.930767 -0.365613 
-2.190525 -0.052132 -0.998640 
0.000000 0.903989 -0.427555 
-1.684311 -0.930767 -0.365613 
0.000000 -0.257831 -0.966190 
-1.586136 0.082740 -0.996571 
0.000000 -0.957826 -0.287347 
-1.601476 -0.382683 -0.546097 
0.000000 0.669282 -0.743008 
-2.012583 -0.961280 -0.275572 
0.000000 -0.435857 -0.900016 
-1.981903 0.989177 -0.146730 
0.000000 -0.999431 -0.033741 
-2.080078 -0.158858 -0.205553 
0.000000 0.767139 -0.641481 
-2.288699 -0.831469 -0.555570 
0.000000 -3.101709 -0.941544 
-1.791690 0.941544 -0.336890 
0.000000 -0.983105 -0.183040 
-1.877593 -0.351293 -1.429670 
0.000000 0.769103 -0.639124 
-2.285631 -0.745058 -0.667000 
0.000000 -0.064382 -0.997925 
-2.267224 0.994565 -0.104122 
0.000000 -0.806848 -0.590760 
-2.193593 -0.345541 -0.938404 
0.000000 0.826321 -0.563199 
-1.141282 -0.773010 -0.634393 
0.000000 -0.064382 -0.997925 
-2.902292 0.371317 -0.928506 
0.000000 -0.300660 -0.049068 
-2.310175 -0.610383 -0.792107 
0.000000 0.427555 -0.903989 
-2.080078 -0.743008 -0.669282 
0.000000 -0.895845 -0.901349 
-2.604699 0.146730 -0.989177 
0.000000 -1.079923 -0.140658 
-1.978835 -0.155828 -0.987784 
0.000000 -0.755201 -0.655493 
-0.837554 -0.682845 -0.730563 
0.000000 -0.549165 -0.854558 
-1.604544 -0.639124 -0.202485 
0.000000 -0.595699 -0.803207 
-0.751651 -0.883363 -0.468689 
0.000000 -0.195090 -0.980785 
-0.058291 0.275572 -0.961280 
0.000000 -1.282408 -0.629638 
-2.371534 -0.634393 -0.773010 
0.000000 0.999925 -0.012271 
-1.693515 -0.747101 -0.664711 
0.000000 -0.516732 -0.856147 
-1.598408 -0.862424 -0.506187 
0.000000 0.821103 -0.570781 
-2.233476 -0.685084 -0.728464 
0.000000 0.542751 -0.839894 
-0.736311 -0.947586 -0.319502 
0.000000 0.980182 -0.198098 
-2.386874 -0.055195 -0.794602 
0.000000 -0.996820 -0.079683 
-2.288699 -0.393992 -1.135146 
0.000000 0.629638 -0.776888 
-2.307107 -0.927363 -0.374164 
0.000000 -0.161886 -0.986809 
-2.172117 0.593232 -0.805031 
0.000000 -0.887640 -0.460539 
-1.871457 -0.430326 -0.147262 
0.000000 0.177004 -0.984210 
-1.592272 -0.931884 -0.362756 
0.000000 -0.385516 -0.922701 
-1.926680 0.828045 -0.560661 
0.000000 -0.911706 -0.410843 
-1.984971 -0.067444 -0.748583 
0.000000 0.857729 -0.514103 
-2.083146 -0.958703 -0.284407 
0.000000 -0.260794 -0.965394 
-2.215068 0.704934 -0.709273 
0.000000 -0.931884 -0.362756 
-2.083146 -0.067444 -0.997723 
0.000000 0.940506 -0.339777 
-2.015651 -0.962121 -0.272621 
0.000000 -0.339777 -0.940506 
-1.816233 0.457813 -0.889048 
0.000000 -0.747101 -0.664711 
-2.331651 -0.354163 -0.205553 
0.000000 0.763188 -0.646176 
-1.883729 -0.999529 -0.450990 
0.000000 -0.302006 -0.953306 
-1.601476 0.700569 -0.713585 
0.000000 -0.435857 -0.900016 
-2.027923 0.377007 -0.926210 
0.000000 -0.998941 -0.046003 
-2.236544 -0.685084 -1.230253 
0.000000 0.046003 -0.998941 
-1.690447 -0.808656 -0.588281 
0.000000 -0.555570 -0.831469 
-2.291767 0.290285 -0.956940 
0.000000 -0.983662 -0.180023 
-2.310175 -0.521975 -1.475690 
0.000000 -0.724247 -0.689540 
-1.874525 0.919114 -0.393992 
0.000000 -0.612810 -0.790230 
-1.929748 -0.745058 -0.667000 
0.000000 0.977028 -0.213110 
-2.024855 -0.198098 -0.794602 
0.000000 0.951435 -0.307850 
-2.218136 -0.833170 -0.553017 
0.000000 0.452350 -0.891841 
-1.696583 -0.110222 -0.150330 
0.000000 -0.774953 -0.632019 
-1.794758 -0.641481 -0.503146 
0.000000 -0.884797 -0.465976 
-1.632156 0.368467 -0.929641 
0.000000 0.759209 -0.650847 
-1.819301 -0.519356 -1.138214 
0.000000 -0.636762 -0.771060 
-0.638136 -0.990485 -0.137620 
0.000000 0.980785 -0.195090 
-2.512661 -0.778817 -0.627252 
0.000000 -0.058258 -0.998302 
-1.886796 0.553017 -0.833170 
0.000000 -0.948561 -0.316593 
-2.123029 -0.164913 -0.751651 
0.000000 0.999882 -0.015339 
-1.604544 -0.997060 -0.392699 
0.000000 -0.388345 -0.921514 
-2.123029 0.427555 -0.903989 
0.000000 -0.838225 -0.545325 
-2.239612 -0.687315 -0.726359 
0.000000 0.998640 -0.052132 
-1.899068 -0.889048 -0.457813 
0.000000 -0.433094 -0.901349 
-2.313243 0.702755 -0.711432 
0.000000 -0.945607 -0.325310 
-1.730330 -0.396810 -1.478758 
0.000000 0.079683 -0.996820 
-2.331651 -0.715731 -0.698376 
0.000000 -0.263755 -0.964590 
-2.030991 0.667000 -0.745058 
0.000000 -0.941544 -0.336890 
-1.914408 -0.070504 -0.306796 
0.000000 0.902673 -0.430326 
-0.000000 -0.773010 -0.634393 
0.000000 0.988722 -0.149765 
-0.245437 -0.342661 -0.939459 
0.000000 -0.959571 -0.281465 
-0.742447 -0.598161 -0.801376 
0.000000 0.740951 -0.671559 
-0.306796 -0.912962 -0.408044 
0.000000 -0.070504 -0.997511 
-0.021476 0.368467 -0.929641 
0.000000 -0.962953 -0.269668 
-0.003068 -0.575808 -0.817585 
0.000000 0.424780 -0.905297 
-3.061826 -0.715731 -0.797670 
0.000000 -0.304929 -0.952375 
-1.377515 0.143695 -0.989622 
0.000000 -0.780737 -0.624860 
-3.015806 -0.393992 -0.919114 
0.000000 0.940506 -0.339777 
-1.822369 -0.999619 -0.797670 
0.000000 -0.558119 -0.829761 
-2.027923 0.767139 -0.641481 
0.000000 -0.747101 -0.664711 
-1.926680 -0.482184 -0.883573 
0.000000 0.272621 -0.962121 
-2.126097 -0.984210 -0.177004 
0.000000 -0.521975 -0.852961 
-1.644427 0.994241 -0.107172 
0.000000 -0.886223 -0.463260 
-1.046175 -0.201105 -0.979570 
0.000000 0.803207 -0.595699 
-2.334719 -0.776888 -1.481825 
0.000000 -0.653173 -0.757209 
-1.647495 0.540172 -0.841555 
0.000000 -0.983105 -0.183040 
-2.178253 -0.435857 -1.445010 
0.000000 0.999882 -0.015339 
-2.034059 -0.932993 -0.359895 
0.000000 -0.391170 -0.920318 
-1.935884 0.627252 -1.082990 
0.000000 -0.999322 -0.036807 
-1.702719 -0.357031 -1.233321 
0.000000 0.956940 -0.290285 
-2.030991 -0.946601 -0.153398 
0.000000 -0.399624 -0.916679 
-2.129165 0.819348 -0.573297 
0.000000 -0.774953 -0.632019 
-2.420622 -0.600616 -0.799537 
0.000000 -0.970031 -0.242980 
-1.800894 -0.839894 -0.542751 
0.000000 0.590759 -0.806848 
-2.021787 -0.945607 -0.325310 
0.000000 -0.024541 -0.999699 
-2.316311 0.173984 -0.984748 
0.000000 -0.942573 -0.334000 
-2.337787 0.455084 -0.890449 
0.000000 -0.307850 -0.951435 
-1.917476 -0.834863 -0.550458 
0.000000 -0.024541 -0.999699 
-1.733398 0.671559 -0.740951 
0.000000 -0.778817 -0.627252 
-1.650563 -0.482184 -0.876070 
0.000000 0.374164 -0.927363 
-2.316311 -0.717870 -0.696177 
0.000000 -0.560661 -0.828045 
-2.061670 0.979570 -0.201105 
0.000000 -0.934093 -0.357031 
-2.034059 -0.396810 -0.739379 
0.000000 0.826321 -0.563199 
-1.570796 -0.972940 -0.231058 
0.000000 -0.484869 -0.874587 
-2.024855 0.702755 -0.711432 
0.000000 -0.893224 -0.449611 
-2.423690 -0.655493 -0.755201 
0.000000 0.856147 -0.516732 
-1.638291 -0.836548 -0.547894 
0.000000 0.939459 -0.342661 
-2.129165 -0.313682 -0.699495 
0.000000 0.042938 -0.999078 
-1.942020 -0.687315 -0.110447 
0.000000 0.287347 -0.957826 
-2.340855 -0.983662 -0.180023 
0.000000 -0.167938 -0.985798 
